Validation_Set,Topics,Power_iters,Decay,Coherence
75% Corpus,6,10,0.6,0.3440165204755427
75% Corpus,6,10,0.7,0.3050408129254141
75% Corpus,6,10,0.8,0.43521601072361943
75% Corpus,6,10,0.9,0.32498294640207953
75% Corpus,6,10,1.0,0.2661121848312935
75% Corpus,7,0,0.0,0.4614406130333412
75% Corpus,7,0,0.1,0.32171983590565567
75% Corpus,7,0,0.2,0.3280305933698556
75% Corpus,7,0,0.3,0.31887515871378874
75% Corpus,7,0,0.4,0.2885087917048443
75% Corpus,7,0,0.5,0.3061422389896792
75% Corpus,7,0,0.6,0.3238552392569819
75% Corpus,7,0,0.7,0.29325599109654077
75% Corpus,7,0,0.8,0.4142196753387917
75% Corpus,7,0,0.9,0.32059335259021865
75% Corpus,7,0,1.0,0.2795223982360657
75% Corpus,7,1,0.0,0.47797187730012186
75% Corpus,7,1,0.1,0.32171983590565567
75% Corpus,7,1,0.2,0.3280305933698556
75% Corpus,7,1,0.3,0.31887515871378874
75% Corpus,7,1,0.4,0.2885087917048443
75% Corpus,7,1,0.5,0.3061422389896792
75% Corpus,7,1,0.6,0.3238552392569819
75% Corpus,7,1,0.7,0.29325599109654077
75% Corpus,7,1,0.8,0.4142196753387917
75% Corpus,7,1,0.9,0.32059335259021865
75% Corpus,7,1,1.0,0.2795223982360657
75% Corpus,7,4,0.0,0.4768230544796845
75% Corpus,7,4,0.1,0.32171983590565567
75% Corpus,7,4,0.2,0.3280305933698556
75% Corpus,7,4,0.3,0.31887515871378874
75% Corpus,7,4,0.4,0.2885087917048443
75% Corpus,7,4,0.5,0.3061422389896792
75% Corpus,7,4,0.6,0.3238552392569819
75% Corpus,7,4,0.7,0.29325599109654077
75% Corpus,7,4,0.8,0.4142196753387917
75% Corpus,7,4,0.9,0.32059335259021865
75% Corpus,7,4,1.0,0.2795223982360657
75% Corpus,7,6,0.0,0.36219312046331986
75% Corpus,7,6,0.1,0.32171983590565567
75% Corpus,7,6,0.2,0.3280305933698556
75% Corpus,7,6,0.3,0.31887515871378874
75% Corpus,7,6,0.4,0.2885087917048443
75% Corpus,7,6,0.5,0.3061422389896792
75% Corpus,7,6,0.6,0.3238552392569819
75% Corpus,7,6,0.7,0.29325599109654077
75% Corpus,7,6,0.8,0.4142196753387917
75% Corpus,7,6,0.9,0.32059335259021865
75% Corpus,7,6,1.0,0.2795223982360657
75% Corpus,7,8,0.0,0.3224298565760265
75% Corpus,7,8,0.1,0.32171983590565567
75% Corpus,7,8,0.2,0.3280305933698556
75% Corpus,7,8,0.3,0.31887515871378874
75% Corpus,7,8,0.4,0.2885087917048443
75% Corpus,7,8,0.5,0.3061422389896792
75% Corpus,7,8,0.6,0.3238552392569819
75% Corpus,7,8,0.7,0.29325599109654077
75% Corpus,7,8,0.8,0.4142196753387917
75% Corpus,7,8,0.9,0.32059335259021865
75% Corpus,7,8,1.0,0.2795223982360657
75% Corpus,7,10,0.0,0.4186951087772375
75% Corpus,7,10,0.1,0.32171983590565567
75% Corpus,7,10,0.2,0.3280305933698556
75% Corpus,7,10,0.3,0.31887515871378874
75% Corpus,7,10,0.4,0.2885087917048443
75% Corpus,7,10,0.5,0.3061422389896792
75% Corpus,7,10,0.6,0.3238552392569819
75% Corpus,7,10,0.7,0.29325599109654077
75% Corpus,7,10,0.8,0.4142196753387917
75% Corpus,7,10,0.9,0.32059335259021865
75% Corpus,7,10,1.0,0.2795223982360657
75% Corpus,8,0,0.0,0.4479396973546407
75% Corpus,8,0,0.1,0.3333718069409478
75% Corpus,8,0,0.2,0.33916601615887415
75% Corpus,8,0,0.3,0.371827796679242
75% Corpus,8,0,0.4,0.2822469073952607
75% Corpus,8,0,0.5,0.30738354994926576
75% Corpus,8,0,0.6,0.3326790954286118
75% Corpus,8,0,0.7,0.3053117105347837
75% Corpus,8,0,0.8,0.39680420627150115
75% Corpus,8,0,0.9,0.33289489058300514
75% Corpus,8,0,1.0,0.2989962801340841
75% Corpus,8,1,0.0,0.36061794918165635
75% Corpus,8,1,0.1,0.3333718069409478
75% Corpus,8,1,0.2,0.33916601615887415
75% Corpus,8,1,0.3,0.371827796679242
75% Corpus,8,1,0.4,0.2822469073952607
75% Corpus,8,1,0.5,0.30738354994926576
75% Corpus,8,1,0.6,0.3326790954286118
75% Corpus,8,1,0.7,0.3053117105347837
75% Corpus,8,1,0.8,0.39680420627150115
75% Corpus,8,1,0.9,0.33289489058300514
75% Corpus,8,1,1.0,0.2989962801340841
75% Corpus,8,4,0.0,0.38786913315372074
75% Corpus,8,4,0.1,0.3333718069409478
75% Corpus,8,4,0.2,0.33916601615887415
75% Corpus,8,4,0.3,0.371827796679242
75% Corpus,8,4,0.4,0.2822469073952607
75% Corpus,8,4,0.5,0.30738354994926576
75% Corpus,8,4,0.6,0.3326790954286118
75% Corpus,8,4,0.7,0.3053117105347837
75% Corpus,8,4,0.8,0.39680420627150115
75% Corpus,8,4,0.9,0.33289489058300514
75% Corpus,8,4,1.0,0.2989962801340841
75% Corpus,8,6,0.0,0.3936931381694114
75% Corpus,8,6,0.1,0.3333718069409478
75% Corpus,8,6,0.2,0.33916601615887415
75% Corpus,8,6,0.3,0.371827796679242
75% Corpus,8,6,0.4,0.2822469073952607
75% Corpus,8,6,0.5,0.30738354994926576
75% Corpus,8,6,0.6,0.3326790954286118
75% Corpus,8,6,0.7,0.3053117105347837
75% Corpus,8,6,0.8,0.39680420627150115
75% Corpus,8,6,0.9,0.33289489058300514
75% Corpus,8,6,1.0,0.2989962801340841
75% Corpus,8,8,0.0,0.40091263445566816
75% Corpus,8,8,0.1,0.3333718069409478
75% Corpus,8,8,0.2,0.33916601615887415
75% Corpus,8,8,0.3,0.371827796679242
75% Corpus,8,8,0.4,0.2822469073952607
75% Corpus,8,8,0.5,0.30738354994926576
75% Corpus,8,8,0.6,0.3326790954286118
75% Corpus,8,8,0.7,0.3053117105347837
75% Corpus,8,8,0.8,0.39680420627150115
75% Corpus,8,8,0.9,0.33289489058300514
75% Corpus,8,8,1.0,0.2989962801340841
75% Corpus,8,10,0.0,0.3217226043659359
75% Corpus,8,10,0.1,0.3333718069409478
75% Corpus,8,10,0.2,0.33916601615887415
75% Corpus,8,10,0.3,0.371827796679242
75% Corpus,8,10,0.4,0.2822469073952607
75% Corpus,8,10,0.5,0.30738354994926576
75% Corpus,8,10,0.6,0.3326790954286118
75% Corpus,8,10,0.7,0.3053117105347837
75% Corpus,8,10,0.8,0.39680420627150115
75% Corpus,8,10,0.9,0.33289489058300514
75% Corpus,8,10,1.0,0.2989962801340841
75% Corpus,9,0,0.0,0.3701641836499563
75% Corpus,9,0,0.1,0.32796966448672404
75% Corpus,9,0,0.2,0.33148696737068184
75% Corpus,9,0,0.3,0.3525378508386723
75% Corpus,9,0,0.4,0.2916293852224718
75% Corpus,9,0,0.5,0.29321661268203747
75% Corpus,9,0,0.6,0.3226099236013582
75% Corpus,9,0,0.7,0.3504085681550999
75% Corpus,9,0,0.8,0.3919222186349364
75% Corpus,9,0,0.9,0.3006713247536959
75% Corpus,9,0,1.0,0.28933760277985543
75% Corpus,9,1,0.0,0.35720278120633325
75% Corpus,9,1,0.1,0.32796966448672404
75% Corpus,9,1,0.2,0.33148696737068184
75% Corpus,9,1,0.3,0.3525378508386723
75% Corpus,9,1,0.4,0.2916293852224718
75% Corpus,9,1,0.5,0.29321661268203747
75% Corpus,9,1,0.6,0.3226099236013582
75% Corpus,9,1,0.7,0.3504085681550999
75% Corpus,9,1,0.8,0.3919222186349364
75% Corpus,9,1,0.9,0.3006713247536959
75% Corpus,9,1,1.0,0.28933760277985543
75% Corpus,9,4,0.0,0.35504734544949434
75% Corpus,9,4,0.1,0.32796966448672404
75% Corpus,9,4,0.2,0.33148696737068184
75% Corpus,9,4,0.3,0.3525378508386723
75% Corpus,9,4,0.4,0.2916293852224718
75% Corpus,9,4,0.5,0.29321661268203747
75% Corpus,9,4,0.6,0.3226099236013582
75% Corpus,9,4,0.7,0.3504085681550999
75% Corpus,9,4,0.8,0.3919222186349364
75% Corpus,9,4,0.9,0.3006713247536959
75% Corpus,9,4,1.0,0.28933760277985543
75% Corpus,9,6,0.0,0.30636900813459617
75% Corpus,9,6,0.1,0.32796966448672404
75% Corpus,9,6,0.2,0.33148696737068184
75% Corpus,9,6,0.3,0.3525378508386723
75% Corpus,9,6,0.4,0.2916293852224718
75% Corpus,9,6,0.5,0.29321661268203747
75% Corpus,9,6,0.6,0.3226099236013582
75% Corpus,9,6,0.7,0.3504085681550999
75% Corpus,9,6,0.8,0.3919222186349364
75% Corpus,9,6,0.9,0.3006713247536959
75% Corpus,9,6,1.0,0.28933760277985543
75% Corpus,9,8,0.0,0.3797393090881538
75% Corpus,9,8,0.1,0.32796966448672404
75% Corpus,9,8,0.2,0.33148696737068184
75% Corpus,9,8,0.3,0.3525378508386723
75% Corpus,9,8,0.4,0.2916293852224718
75% Corpus,9,8,0.5,0.29321661268203747
75% Corpus,9,8,0.6,0.3226099236013582
75% Corpus,9,8,0.7,0.3504085681550999
75% Corpus,9,8,0.8,0.3919222186349364
75% Corpus,9,8,0.9,0.3006713247536959
75% Corpus,9,8,1.0,0.28933760277985543
75% Corpus,9,10,0.0,0.35479228285074293
75% Corpus,9,10,0.1,0.32796966448672404
75% Corpus,9,10,0.2,0.33148696737068184
75% Corpus,9,10,0.3,0.3525378508386723
75% Corpus,9,10,0.4,0.2916293852224718
75% Corpus,9,10,0.5,0.29321661268203747
75% Corpus,9,10,0.6,0.3226099236013582
75% Corpus,9,10,0.7,0.3504085681550999
75% Corpus,9,10,0.8,0.3919222186349364
75% Corpus,9,10,0.9,0.3006713247536959
75% Corpus,9,10,1.0,0.28933760277985543
100% Corpus,3,0,0.0,0.33980045352603544
100% Corpus,3,0,0.1,0.2984398498691246
100% Corpus,3,0,0.2,0.2984398498691246
100% Corpus,3,0,0.3,0.30501308208286076
100% Corpus,3,0,0.4,0.30501308208286076
100% Corpus,3,0,0.5,0.30715862925407095
100% Corpus,3,0,0.6,0.3167311706018489
100% Corpus,3,0,0.7,0.2738938454114339
100% Corpus,3,0,0.8,0.28905398224585777
100% Corpus,3,0,0.9,0.2833301675980154
100% Corpus,3,0,1.0,0.2735311290187501
100% Corpus,3,1,0.0,0.3831054677241821
100% Corpus,3,1,0.1,0.2984398498691246
100% Corpus,3,1,0.2,0.2984398498691246
100% Corpus,3,1,0.3,0.30501308208286076
100% Corpus,3,1,0.4,0.30501308208286076
100% Corpus,3,1,0.5,0.30715862925407095
100% Corpus,3,1,0.6,0.3167311706018489
100% Corpus,3,1,0.7,0.2738938454114339
100% Corpus,3,1,0.8,0.28905398224585777
100% Corpus,3,1,0.9,0.2833301675980154
100% Corpus,3,1,1.0,0.2735311290187501
100% Corpus,3,4,0.0,0.32918116069676223
100% Corpus,3,4,0.1,0.2984398498691246
100% Corpus,3,4,0.2,0.2984398498691246
100% Corpus,3,4,0.3,0.30501308208286076
100% Corpus,3,4,0.4,0.30501308208286076
100% Corpus,3,4,0.5,0.30715862925407095
100% Corpus,3,4,0.6,0.3167311706018489
100% Corpus,3,4,0.7,0.2738938454114339
100% Corpus,3,4,0.8,0.28905398224585777
100% Corpus,3,4,0.9,0.2833301675980154
100% Corpus,3,4,1.0,0.2735311290187501
100% Corpus,3,6,0.0,0.32918116069676223
100% Corpus,3,6,0.1,0.2984398498691246
100% Corpus,3,6,0.2,0.2984398498691246
100% Corpus,3,6,0.3,0.30501308208286076
100% Corpus,3,6,0.4,0.30501308208286076
100% Corpus,3,6,0.5,0.30715862925407095
100% Corpus,3,6,0.6,0.3167311706018489
100% Corpus,3,6,0.7,0.2738938454114339
100% Corpus,3,6,0.8,0.28905398224585777
100% Corpus,3,6,0.9,0.2833301675980154
100% Corpus,3,6,1.0,0.2735311290187501
100% Corpus,3,8,0.0,0.39474826531303747
100% Corpus,3,8,0.1,0.2984398498691246
100% Corpus,3,8,0.2,0.2984398498691246
100% Corpus,3,8,0.3,0.30501308208286076
100% Corpus,3,8,0.4,0.30501308208286076
100% Corpus,3,8,0.5,0.30715862925407095
100% Corpus,3,8,0.6,0.3167311706018489
100% Corpus,3,8,0.7,0.2738938454114339
100% Corpus,3,8,0.8,0.28905398224585777
100% Corpus,3,8,0.9,0.2833301675980154
100% Corpus,3,8,1.0,0.2735311290187501
100% Corpus,3,10,0.0,0.44405414961033207
100% Corpus,3,10,0.1,0.2984398498691246
100% Corpus,3,10,0.2,0.2984398498691246
100% Corpus,3,10,0.3,0.30501308208286076
100% Corpus,3,10,0.4,0.30501308208286076
100% Corpus,3,10,0.5,0.30715862925407095
100% Corpus,3,10,0.6,0.3167311706018489
100% Corpus,3,10,0.7,0.2738938454114339
100% Corpus,3,10,0.8,0.28905398224585777
100% Corpus,3,10,0.9,0.2833301675980154
100% Corpus,3,10,1.0,0.2735311290187501
100% Corpus,4,0,0.0,0.4165928249772401
100% Corpus,4,0,0.1,0.35800542974610206
100% Corpus,4,0,0.2,0.3597883273075384
100% Corpus,4,0,0.3,0.3601500089938652
100% Corpus,4,0,0.4,0.3576046370644285
100% Corpus,4,0,0.5,0.3605951355204084
100% Corpus,4,0,0.6,0.322957680231825
100% Corpus,4,0,0.7,0.2657269850778487
100% Corpus,4,0,0.8,0.29003809753342213
100% Corpus,4,0,0.9,0.31412914101572453
100% Corpus,4,0,1.0,0.32606535352971683
100% Corpus,4,1,0.0,0.36140165689408155
100% Corpus,4,1,0.1,0.35800542974610206
100% Corpus,4,1,0.2,0.3597883273075384
100% Corpus,4,1,0.3,0.3601500089938652
100% Corpus,4,1,0.4,0.3576046370644285
100% Corpus,4,1,0.5,0.3605951355204084
100% Corpus,4,1,0.6,0.322957680231825
100% Corpus,4,1,0.7,0.2657269850778487
100% Corpus,4,1,0.8,0.29003809753342213
100% Corpus,4,1,0.9,0.31412914101572453
100% Corpus,4,1,1.0,0.32606535352971683
100% Corpus,4,4,0.0,0.36140165689408155
100% Corpus,4,4,0.1,0.35800542974610206
100% Corpus,4,4,0.2,0.3597883273075384
100% Corpus,4,4,0.3,0.3601500089938652
100% Corpus,4,4,0.4,0.3576046370644285
100% Corpus,4,4,0.5,0.3605951355204084
100% Corpus,4,4,0.6,0.322957680231825
100% Corpus,4,4,0.7,0.2657269850778487
100% Corpus,4,4,0.8,0.29003809753342213
100% Corpus,4,4,0.9,0.31412914101572453
100% Corpus,4,4,1.0,0.32606535352971683
100% Corpus,4,6,0.0,0.4084685392581227
100% Corpus,4,6,0.1,0.35800542974610206
100% Corpus,4,6,0.2,0.3597883273075384
100% Corpus,4,6,0.3,0.3601500089938652
100% Corpus,4,6,0.4,0.3576046370644285
100% Corpus,4,6,0.5,0.3605951355204084
100% Corpus,4,6,0.6,0.322957680231825
100% Corpus,4,6,0.7,0.2657269850778487
100% Corpus,4,6,0.8,0.29003809753342213
100% Corpus,4,6,0.9,0.31412914101572453
100% Corpus,4,6,1.0,0.32606535352971683
100% Corpus,4,8,0.0,0.3534371872721267
100% Corpus,4,8,0.1,0.35800542974610206
100% Corpus,4,8,0.2,0.3597883273075384
100% Corpus,4,8,0.3,0.3601500089938652
100% Corpus,4,8,0.4,0.3576046370644285
