,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
62,drew,look,fake,smile,see,want,needing,everything,bet,beautiful,girl,talk,got,everything,live,without,drew,talk,laugh,funny,cant,even,see,anyone,he,say,he,love,he,finally,got,right,wonder,know,he,think,night,he,reason,teardrop,guitar,thing,keep,wishin,wishing,star,he,song,car,keep,singing,know,drew,walk,tell,cant,breathe,go,perfectly,kind,flawless,wish,could,shed,better,hold,tight,give,love,look,beautiful,eye,know,lucky,he,reason,teardrop,guitar,thing,keep,wishin,wishing,star,he,song,car,keep,singing,know,drive,home,alone,turn,light,put,picture,maybe,get,sleep,tonight,might,also,he,reason,teardrop,guitar,one,who,got,enough,break,heart,he,song,car,keep,singing,know,he,time,taken,there,never,enough,he,need,fall,drew,look,fake,smile,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,said,seven,nine,looked,star,shined,sky,pretty,light,daddy,used,joke,two,growing,falling,love,mama,smiled,rolled,eye,said,take,back,house,backyard,tree,said,beat,bigger,never,never,take,back,world,one,block,wide,dared,kiss,ran,tried,two,kid,well,sixteen,suddenly,little,girl,used,see,eye,still,shined,pretty,light,daddy,used,joke,two,never,believed,wed,really,fall,love,mama,smiled,rolled,eye,said,take,back,creek,bed,turned,2,riding,truck,need,next,take,back,time,first,fight,slamming,door,stead,kissing,goodnight,stayed,outside,morning,light,year,gone,come,around,sitting,favorite,spot,town,looked,got,one,knee,take,back,time,walked,aisle,whole,town,came,mama,cried,said,take,home,met,many,year,well,rock,baby,front,porch,time,might,also,eightyseven,eightynine,still,look,star,shine,sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,seems,one,see,beauty,face,mirror,looking,back,walk,around,thinking,pretty,true,know,hold,baby,losing,water,high,jumping,letting,go,one,know,cry,tell,anyone,might,golden,one,tied,together,smile,coming,undone,guess,true,love,wanted,giving,away,extra,change,hoping,end,pocket,pocket,leaf,penny,rain,price,pay,price,pay,hold,baby,losing,water,high,jumping,letting,go,one,know,cry,tell,anyone,might,golden,one,tied,together,smile,coming,undone,hold,baby,losing,water,high,jumping,letting,go,one,know,cry,tell,anyone,might,golden,one,tied,together,smile,coming,undone,might,also,tied,together,smile,coming,undone,goodbye,baby,smile,baby,baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,would,wanna,break,perfectly,good,heart,would,wanna,take,love,tear,apart,would,wanna,make,first,scar,would,wanna,break,perfectly,good,heart,maybe,seen,sign,read,writing,wall,realized,distance,eye,would,one,fall,matter,say,still,cant,believe,would,walk,away,make,sense,would,wanna,break,perfectly,good,heart,would,wanna,take,love,tear,apart,would,wanna,make,first,scar,would,wanna,break,perfectly,good,heart,unbroken,anymore,unbroken,anymore,get,back,way,would,wanna,break,perfectly,good,heart,would,wanna,take,love,tear,apart,would,wanna,make,first,scar,would,wanna,break,would,wanna,break,might,also,would,wanna,break,perfectly,good,heart,would,wanna,take,love,tear,apart,would,wanna,make,first,scar,would,wanna,break,perfectly,good,heart,mmmhmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,know,want,ask,still,trying,figure,know,whats,road,walking,trying,see,rain,coming,even,though,one,feel,way,alone,know,strong,wrong,life,go,girl,trying,find,place,world,got,radio,old,blue,jean,wearing,heart,sleeve,feeling,lucky,today,got,sunshine,could,tell,need,tomorrow,mystery,yeah,okay,alone,know,strong,wrong,life,go,girl,trying,find,place,world,maybe,girl,mission,ready,fly,alone,know,strong,wrong,life,go,alone,know,girl,trying,find,place,world,girl,girl,girlyou,might,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,way,coming,easily,take,take,best,start,fight,need,feel,something,want,wanted,shame,rainy,ending,given,perfect,day,walk,away,aint,use,defending,word,never,say,sitting,thinking,never,anywhere,cold,put,wall,paint,shade,gray,stood,loving,wished,away,come,away,great,little,story,mess,dreamer,nerve,adore,shame,rainy,ending,given,perfect,day,walk,away,aint,use,defending,word,never,say,sitting,thinking,never,anywhere,cold,never,give,damn,thing,honey,cried,cried,know,told,nobody,died,died,died,shame,rainy,ending,given,perfect,day,every,smile,fake,condescending,counting,scar,made,sitting,thinking,never,anywhere,cold,oohyou,might,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,ridin,shotgun,hair,undone,front,seat,car,he,got,onehand,feel,steering,wheel,heart,look,around,turn,radio,say,baby,something,wrong,,say,nothin,thinkin,song,say,song,slamming,screen,door,sneakin,late,tapping,window,phone,talk,real,slow,late,mama,know,song,way,laugh,first,date,man,kiss,got,home,fore,said,amen,askin,god,could,play,walking,front,porch,step,everything,day,gone,wrong,trampled,lost,thrown,away,got,hallway,well,way,lovin,bed,almost,notice,rose,note,said,song,slamming,screen,door,sneakin,late,tapping,window,phone,talk,real,slow,late,mama,know,song,way,laugh,first,date,man,kiss,got,home,fore,said,amen,askin,god,could,play,might,also,dadadada,heard,every,album,listened,radio,waited,somethin,come,along,good,song,song,slamming,screen,door,sneakin,late,tappin,window,phone,talk,real,slow,late,mama,know,song,way,laugh,first,date,man,kiss,got,home,fore,said,amen,askin,god,could,play,play,yeah,yeah,ridin,shotgun,hair,undone,front,seat,car,grabbed,pen,old,napkin,wrote,song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,coreys,eye,jungle,smile,radio,whisper,song,window,word,nobody,know,there,pretty,girl,every,corner,watch,he,walking,home,saying,know,,ever,know,beautiful,every,little,piece,love,know,really,gonna,someone,ask,anyone,find,everything,looked,hope,life,lead,back,door,stay,beautiful,cory,find,another,way,highlight,day,taking,picture,mind,save,em,rainy,day,hard,make,conversation,he,taking,breath,away,say,hey,way,beautiful,every,little,piece,love,know,really,gonna,someone,ask,anyone,find,everything,looked,hope,life,lead,back,door,stay,beautiful,story,never,get,told,daydream,never,get,hold,least,know,beautiful,every,little,piece,love,know,really,gonna,someone,ask,anyone,find,everything,looked,hope,life,lead,back,front,door,stay,beautiful,beautiful,beautiful,beautiful,beautiful,beautiful,might,also,lalala,ohohoh,ohohohoh,stay,beautiful,stay,beautiful,nanana,nana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,drew,look,fake,smile,see,want,needing,everything,bet,beautiful,girl,talk,got,everything,live,without,drew,talk,laugh,funny,cant,even,see,anyone,he,say,he,love,he,finally,got,right,wonder,know,he,think,night,he,reason,teardrop,guitar,thing,keep,wishing,wishing,star,he,song,car,keep,singing,know,drew,walk,tell,cant,breathe,go,perfectly,kind,flawless,wish,could,shed,better,hold,tight,give,love,look,beautiful,eye,know,lucky,he,reason,teardrop,guitar,thing,keep,wishing,wishing,star,he,song,car,keep,singing,know,drive,home,alone,turn,light,put,picture,maybe,get,sleep,tonight,he,reason,teardrop,guitar,one,got,enough,break,heart,he,song,car,keep,singing,know,he,time,taken,there,never,enough,he,need,fall,drew,look,fake,smile,seeyou,might,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,friday,night,beneath,star,field,behind,yard,painting,picture,sky,sometimes,say,thing,listen,cricket,sing,everything,need,right,side,know,everything,wanna,live,without,wanna,fly,still,ground,matter,well,drive,crazy,half,time,half,tryin,let,know,feel,true,smalltown,boy,girl,livin,crazy,world,tryna,figure,true,try,hide,tear,secret,deepest,fear,nobody,get,know,everything,say,cant,live,without,wanna,fly,still,ground,matter,well,drive,crazy,half,time,half,tryin,let,know,feel,true,might,also,anybody,else,hard,tell,wanna,fly,still,ground,matter,well,drive,crazy,half,time,half,tryin,let,know,feel,true,wanna,well,uhhuhhuh,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,cant,see,way,eye,light,smile,shell,never,notice,stop,stare,whenever,walk,cant,see,wanting,way,want,everything,wanna,show,even,know,never,gonna,love,want,see,right,knew,could,beautiful,miracle,unbelievable,instead,invisible,yeah,there,fire,inside,cant,help,shine,never,gonna,see,light,matter,think,make,think,everything,could,wanna,show,even,know,never,gonna,love,want,see,right,knew,could,beautiful,miracle,unbelievable,instead,invisible,shadow,faded,light,invisible,wanna,open,eye,make,realize,might,also,wanna,show,even,know,baby,let,love,let,want,see,right,knew,could,beautiful,miracle,unbelievable,instead,invisible,yeah,cant,see,way,eye,light,smile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,strange,think,song,used,sing,smile,flower,everything,gone,yesterday,found,even,lookin,feel,wrong,say,take,back,given,one,chance,moment,weakness,said,yes,said,gone,home,thought,twice,fore,let,go,known,word,bout,herd,get,back,get,back,back,mind,asking,begging,forgiveness,foot,said,baby,might,still,see,cryin,baby,know,right,thing,say,honestly,expect,believe,could,ever,say,past,past,need,one,chance,moment,weakness,said,yes,said,gone,home,thought,twice,fore,let,go,known,word,bout,get,back,get,back,back,mind,asking,begging,forgiveness,foot,said,baby,might,still,might,also,cant,resist,go,tell,worth,worth,said,gone,home,thought,twice,fore,let,go,known,word,bout,get,back,get,back,back,mind,asking,begging,forgiveness,foot,said,baby,might,still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,drew,look,fake,smile,see,want,needing,everything,bet,beautiful,girl,talk,got,everything,live,without,drew,talk,laugh,funny,cant,even,see,anyone,he,say,he,love,he,finally,got,right,wonder,know,he,think,night,he,reason,teardrop,guitar,thing,keep,wishing,wishing,star,he,song,car,keep,singing,know,drew,walk,tell,cant,breathe,go,perfectly,kind,flawless,wish,could,shed,better,hold,tight,give,love,look,beautiful,eye,know,lucky,he,reason,teardrop,guitar,thing,keep,wishing,wishing,star,he,song,car,keep,singing,know,drive,home,alone,turn,light,put,picture,maybe,get,sleep,tonight,he,reason,teardrop,guitar,one,got,enough,break,heart,he,song,car,keep,singing,know,he,time,taken,there,never,enough,he,need,fall,drew,look,fake,smile,seeyou,might,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,never,trust,narcissist,love,play,em,violin,make,look,easy,every,lie,tell,tell,three,world,work,think,feel,flame,skin,crimson,red,paint,lip,man,talk,shit,owe,nothing,regret,one,bit,coming,say,something,bad,why,feel,good,say,something,bad,why,feel,good,fun,ever,could,felt,good,good,radidididididididididada,radidididididididididada,radidididididididididada,dada,dada,never,trust,playboy,love,fly,em,around,world,let,think,saved,never,see,comin,next,world,work,gotta,leave,get,left,feel,flame,skin,say,throw,away,good,thing,drop,name,owe,nothin,spends,change,comin,might,also,say,something,bad,why,feel,good,say,something,bad,why,feel,good,fun,ever,could,felt,good,good,radidididididididididada,radidididididididididada,felt,good,radidididididididididada,dada,dada,theyre,burning,witch,even,one,got,pitchfork,proof,receipt,reason,theyre,burning,witch,even,one,light,light,light,light,light,go,ahead,light,light,light,light,light,light,light,light,light,say,something,bad,why,feel,good,good,say,something,bad,why,feel,good,good,fun,ever,fun,ever,could,felt,good,good,good,radidididididididididada,radidididididididididada,radidididididididididada,dada,dada,say,something,bad,say,something,bad,,why,feel,good,good,bad,why,feel,good,why,feel,why,feel,good,bad,felt,good,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,knew,killer,first,time,saw,wondered,many,girl,loved,left,haunted,he,ghost,phantom,holdin,ransom,boy,tryin,hard,try,though,younger,ex,act,man,see,nothing,better,keep,forever,vendettata,see,gon,go,touch,never,alone,iisland,breeze,light,low,one,know,middle,night,dream,see,thing,baby,middle,night,dream,know,gonna,take,time,ready,knew,robber,first,time,saw,stealing,heart,running,never,sayin,sorry,thief,join,heist,well,move,island,jailer,burton,taylor,every,love,known,comparison,failure,forget,name,tame,never,see,gon,go,touch,never,alone,iisland,breeze,light,low,one,know,one,know,middle,night,dream,see,thing,baby,middle,night,dream,know,gonna,take,time,ready,ready,might,also,baby,let,game,begin,let,game,begin,let,game,begin,baby,let,game,begin,let,game,begin,let,game,begin,see,gon,go,touch,never,alone,iisland,breeze,light,low,one,know,middle,night,night,dream,dream,see,thing,baby,baby,hmm,eh,middle,night,dream,dream,know,gonna,know,gonna,take,time,middle,night,baby,let,game,begin,let,game,begin,let,game,begin,ready,baby,let,game,begin,let,game,begin,let,game,begin,ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,aint,best,reputation,never,worse,must,cant,make,promise,babe,make,drink,dive,bar,east,side,phone,light,nightstand,black,come,meet,back,dark,jean,nike,look,damn,never,seen,color,blue,think,fun,thing,could,aint,best,reputation,never,worse,must,yeah,want,cant,make,promise,babe,make,drink,cool,said,chill,head,know,delicate,delicate,cool,said,soon,yet,know,delicate,delicate,third,floor,west,side,handsome,mansion,view,girl,back,home,touch,long,night,hand,hair,echo,footstep,stair,stay,honey,wanna,share,might,also,aint,best,reputation,never,worse,must,yeah,want,cant,make,promise,babe,make,drink,cool,said,chill,head,know,delicate,delicate,cool,said,soon,yet,know,delicate,delicate,sometimes,wonder,sleep,ever,dreaming,sometimes,look,eye,pretend,mine,damn,time,cool,said,chill,head,know,delicate,delicate,yeah,want,cool,said,soon,yet,know,delicate,delicate,cool,said,,chill,head,,know,delicate,delicate,,yeah,want,cool,said,,soon,yet,,know,delicate,delicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,blame,love,made,crazy,aint,doin,right,lord,save,drug,baby,usin,rest,life,breakin,heart,long,time,toyin,older,guy,plaything,use,something,happened,first,time,darkest,little,paradise,shaking,pacin,need,would,cross,line,would,waste,time,would,lose,mind,say,gone,far,time,blame,love,made,crazy,aint,doin,right,lord,save,drug,baby,usin,rest,life,blame,love,made,crazy,aint,doin,right,lord,save,drug,baby,usin,rest,life,name,whatever,decide,gonna,call,mine,insane,baby,baby,echo,echo,name,inside,mind,halo,hiding,obsession,poison,ivy,daisy,baby,would,would,fall,grace,touch,face,walk,away,beg,knee,stay,might,also,blame,love,made,crazy,aint,doin,right,lord,save,drug,baby,usin,rest,life,yeah,blame,love,made,crazy,aint,doin,right,doin,right,lord,save,drug,baby,usin,rest,life,get,high,every,time,every,time,lovin,lovin,trip,life,every,time,every,time,touchin,touchin,every,time,every,time,lovin,lord,save,drug,baby,usin,rest,life,usin,rest,life,ohwoahohoh,blame,love,made,crazy,aint,doin,right,doin,right,lord,save,drug,baby,usin,rest,life,blame,love,made,crazy,ohohoh,aint,doin,right,aint,doin,right,lord,save,drug,baby,usin,rest,life,usin,usin,get,high,every,time,every,time,lovin,lovin,lord,save,drug,baby,usin,rest,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,fell,fell,apart,cracked,bone,pavement,decorated,child,sidewalk,chalk,crashed,clothes,disintegrated,blew,away,wind,took,fairweather,friend,looked,around,skin,spattered,ink,forming,word,thousand,voice,echo,heard,even,sleep,whatever,say,right,whatever,enough,kindness,fake,pain,manipulative,lay,ground,dreamed,time,machine,revenge,love,really,something,idea,something,finally,rose,rose,slowly,avoiding,old,haunt,sidestepping,shiny,penny,wary,phone,call,promise,charmer,dandy,getlovequickschemes,stood,stood,desolate,knowingness,waded,dark,wild,ocean,neck,bathed,brokenness,said,prayer,gratitude,chink,armor,never,knew,needed,standing,broadshouldered,next,love,really,something,idea,something,turned,go,home,heard,echo,new,word,may,heart,remain,breakable,never,hand,twice,even,louder,without,past,could,never,arrived,wondrously,brutally,design,violent,exquisite,happenstance,death,reputation,felt,truly,alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,little,game,tilted,stage,role,made,play,fool,perfect,crime,laugh,lie,said,gun,mine,cool,got,smarter,got,harder,nick,time,honey,rose,dead,time,got,list,name,red,underlined,check,check,twice,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,kingdom,key,belonged,asked,place,sleep,locked,threw,feast,,world,move,another,day,another,drama,drama,think,karma,world,move,one,thing,sure,maybe,got,mine,get,got,smarter,got,harder,nick,time,honey,rose,dead,time,got,list,name,red,underlined,check,check,twice,might,also,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,trust,nobody,nobody,trust,actress,starring,bad,dream,trust,nobody,nobody,trust,actress,starring,bad,dream,trust,nobody,nobody,trust,actress,starring,bad,dream,trust,nobody,nobody,trust,actress,starring,bad,dream,look,made,look,made,look,made,look,made,look,made,look,made,look,made,,sorry,old,taylor,cant,come,phone,right,dead,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,look,made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,wanna,end,game,wanna,first,string,wanna,ateam,woah,woah,woah,wanna,end,game,end,game,big,reputation,big,reputation,got,big,reputation,heard,got,big,enemy,yeah,big,reputation,big,reputation,would,big,conversation,git,git,heard,yeah,bad,one,dope,overdose,stoked,need,toast,ghost,whippin,boat,boat,boat,boat,got,reputation,girl,precede,yeah,one,call,away,whenever,need,yeah,g5,yeah,come,aside,yeah,got,bad,boy,persona,love,love,type,type,hold,protect,life,life,life,wanna,touch,wanna,another,exlove,wanna,see,wanna,miss,wanna,miss,girl,wanna,hurt,wanna,drinking,beach,know,say,know,say,aint,tryna,play,wanna,end,game,end,game,wanna,first,string,first,string,wanna,ateam,ateam,wanna,end,game,end,game,might,also,knew,young,reconnected,little,bit,older,sprung,got,issue,chip,shoulder,reputation,precedes,rumor,kneedeep,truth,easier,ignore,believe,even,wed,argue,wed,long,understand,good,bad,end,song,beautiful,trait,way,ease,flaw,paranoia,insecurity,made,mistake,made,choice,hard,deny,storm,something,born,4th,july,passed,day,without,fun,end,game,one,four,word,tip,tongue,never,say,wanna,touch,wanna,another,exlove,wanna,see,wanna,miss,wanna,miss,girl,wanna,hurt,wanna,drinking,beach,know,say,yeah,aint,tryna,play,wanna,end,game,end,game,wanna,first,string,wanna,first,string,wanna,ateam,ateam,wanna,end,game,end,game,big,reputation,big,reputation,got,big,reputation,heard,got,big,enemy,hey,big,reputation,big,reputation,yeah,would,big,conversation,heard,bad,one,hit,bang,tried,forget,bury,hatchet,keep,map,put,em,reputation,precedes,told,crazy,swear,love,drama,love,cant,let,go,handprints,soul,eye,liquor,body,gold,callin,bluff,usual,trick,here,truth,red,lip,wanna,end,game,end,game,wanna,first,string,first,string,wanna,ateam,ateam,ateam,wanna,end,game,end,game,wanna,end,game,wanna,first,string,first,string,wanna,ateam,ateam,wanna,end,game,end,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
