Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,11,0.31,symmetric,0.268770626288719
100% Corpus,11,0.61,0.01,0.26482881695321175
100% Corpus,11,0.61,0.31,0.2738730892054514
100% Corpus,11,0.61,0.61,0.29923626590342683
100% Corpus,11,0.61,0.9099999999999999,0.33003294176583164
100% Corpus,11,0.61,symmetric,0.26125832083518635
100% Corpus,11,0.9099999999999999,0.01,0.2586552726278553
100% Corpus,11,0.9099999999999999,0.31,0.2752381234744432
100% Corpus,11,0.9099999999999999,0.61,0.29881154736888943
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.34185637912735
100% Corpus,11,0.9099999999999999,symmetric,0.25548147026570006
100% Corpus,11,symmetric,0.01,0.27279354026272123
100% Corpus,11,symmetric,0.31,0.2664719631545378
100% Corpus,11,symmetric,0.61,0.310134577002864
100% Corpus,11,symmetric,0.9099999999999999,0.29744823697307654
100% Corpus,11,symmetric,symmetric,0.2663986750565026
100% Corpus,11,asymmetric,0.01,0.2771279910520598
100% Corpus,11,asymmetric,0.31,0.2767021901992182
100% Corpus,11,asymmetric,0.61,0.3238507901987979
100% Corpus,11,asymmetric,0.9099999999999999,0.34669636878773047
100% Corpus,11,asymmetric,symmetric,0.262822464639436
100% Corpus,12,0.01,0.01,0.2763584135697181
100% Corpus,12,0.01,0.31,0.2938960151695198
100% Corpus,12,0.01,0.61,0.3300776329444797
100% Corpus,12,0.01,0.9099999999999999,0.32419487784945644
100% Corpus,12,0.01,symmetric,0.2738600918752968
100% Corpus,12,0.31,0.01,0.2660324419357815
100% Corpus,12,0.31,0.31,0.28721003381020627
100% Corpus,12,0.31,0.61,0.306079730689368
100% Corpus,12,0.31,0.9099999999999999,0.34537246406097605
100% Corpus,12,0.31,symmetric,0.26238449953289716
100% Corpus,12,0.61,0.01,0.2630978015448143
100% Corpus,12,0.61,0.31,0.2855436731436682
100% Corpus,12,0.61,0.61,0.31330692796839693
100% Corpus,12,0.61,0.9099999999999999,0.34471153367452706
100% Corpus,12,0.61,symmetric,0.26677783658811083
100% Corpus,12,0.9099999999999999,0.01,0.2650310657407261
100% Corpus,12,0.9099999999999999,0.31,0.27715179791022637
100% Corpus,12,0.9099999999999999,0.61,0.3001375728764596
100% Corpus,12,0.9099999999999999,0.9099999999999999,0.31278378051211747
100% Corpus,12,0.9099999999999999,symmetric,0.2750764146396291
100% Corpus,12,symmetric,0.01,0.2744430895936446
100% Corpus,12,symmetric,0.31,0.29219375552219096
100% Corpus,12,symmetric,0.61,0.31224307703416054
100% Corpus,12,symmetric,0.9099999999999999,0.32907977986154613
100% Corpus,12,symmetric,symmetric,0.27239334180303804
100% Corpus,12,asymmetric,0.01,0.2717647013349543
100% Corpus,12,asymmetric,0.31,0.2955942936892361
100% Corpus,12,asymmetric,0.61,0.3381491121880937
100% Corpus,12,asymmetric,0.9099999999999999,0.38547838960215564
100% Corpus,12,asymmetric,symmetric,0.26901285610160525
100% Corpus,13,0.01,0.01,0.2687275636883006
100% Corpus,13,0.01,0.31,0.2703800462762882
100% Corpus,13,0.01,0.61,0.264112909692567
100% Corpus,13,0.01,0.9099999999999999,0.28914248258858155
100% Corpus,13,0.01,symmetric,0.26477440875441427
100% Corpus,13,0.31,0.01,0.27143429808265274
100% Corpus,13,0.31,0.31,0.2752404254657751
100% Corpus,13,0.31,0.61,0.2794571917795071
100% Corpus,13,0.31,0.9099999999999999,0.3125986424257787
100% Corpus,13,0.31,symmetric,0.26965296412278467
100% Corpus,13,0.61,0.01,0.27049672536147884
100% Corpus,13,0.61,0.31,0.28743557703990624
100% Corpus,13,0.61,0.61,0.27954857723188925
100% Corpus,13,0.61,0.9099999999999999,0.35233409096853957
100% Corpus,13,0.61,symmetric,0.27160917340583546
100% Corpus,13,0.9099999999999999,0.01,0.2708668716108674
100% Corpus,13,0.9099999999999999,0.31,0.27735975521914563
100% Corpus,13,0.9099999999999999,0.61,0.31131809143111727
100% Corpus,13,0.9099999999999999,0.9099999999999999,0.39040725489033706
100% Corpus,13,0.9099999999999999,symmetric,0.27189275867460005
100% Corpus,13,symmetric,0.01,0.2632943639797168
100% Corpus,13,symmetric,0.31,0.270392021260349
100% Corpus,13,symmetric,0.61,0.2688794268466676
100% Corpus,13,symmetric,0.9099999999999999,0.306667036824799
100% Corpus,13,symmetric,symmetric,0.26279911585799903
100% Corpus,13,asymmetric,0.01,0.26827709855690285
100% Corpus,13,asymmetric,0.31,0.26794735407072007
100% Corpus,13,asymmetric,0.61,0.29381345875121545
100% Corpus,13,asymmetric,0.9099999999999999,0.3472877918630313
100% Corpus,13,asymmetric,symmetric,0.27780667667247017
100% Corpus,14,0.01,0.01,0.2735457238094395
100% Corpus,14,0.01,0.31,0.27438212715691773
100% Corpus,14,0.01,0.61,0.291940991642673
100% Corpus,14,0.01,0.9099999999999999,0.3024210180402963
100% Corpus,14,0.01,symmetric,0.2759777140364161
100% Corpus,14,0.31,0.01,0.2731675668258975
100% Corpus,14,0.31,0.31,0.26964418640673216
100% Corpus,14,0.31,0.61,0.2815454201329934
100% Corpus,14,0.31,0.9099999999999999,0.3236222331055495
100% Corpus,14,0.31,symmetric,0.2755443075965189
100% Corpus,14,0.61,0.01,0.27755996248392784
100% Corpus,14,0.61,0.31,0.27550080488720946
100% Corpus,14,0.61,0.61,0.2783158493040364
100% Corpus,14,0.61,0.9099999999999999,0.3084054043932993
100% Corpus,14,0.61,symmetric,0.269638890192223
100% Corpus,14,0.9099999999999999,0.01,0.2788412727530233
100% Corpus,14,0.9099999999999999,0.31,0.2785658175593591
100% Corpus,14,0.9099999999999999,0.61,0.3013628475609753
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.32275268425281844
100% Corpus,14,0.9099999999999999,symmetric,0.2716863694020215
100% Corpus,14,symmetric,0.01,0.27337685950310314
100% Corpus,14,symmetric,0.31,0.2838005814512213
100% Corpus,14,symmetric,0.61,0.28942754486567207
100% Corpus,14,symmetric,0.9099999999999999,0.3067609246109732
100% Corpus,14,symmetric,symmetric,0.27514937615271806
100% Corpus,14,asymmetric,0.01,0.28167135892201334
100% Corpus,14,asymmetric,0.31,0.2815444022892482
100% Corpus,14,asymmetric,0.61,0.2976584208509814
100% Corpus,14,asymmetric,0.9099999999999999,0.3490048994916753
100% Corpus,14,asymmetric,symmetric,0.28497310876709636
100% Corpus,15,0.01,0.01,0.2682615766630592
100% Corpus,15,0.01,0.31,0.2792508233922464
100% Corpus,15,0.01,0.61,0.27718823721335395
100% Corpus,15,0.01,0.9099999999999999,0.30364509061579525
100% Corpus,15,0.01,symmetric,0.2702156899500896
100% Corpus,15,0.31,0.01,0.26864771399276993
100% Corpus,15,0.31,0.31,0.260382984241416
100% Corpus,15,0.31,0.61,0.2922782562026811
100% Corpus,15,0.31,0.9099999999999999,0.33319905660118926
100% Corpus,15,0.31,symmetric,0.26702725292754653
100% Corpus,15,0.61,0.01,0.2816882744656076
100% Corpus,15,0.61,0.31,0.267070729452005
100% Corpus,15,0.61,0.61,0.33068168762229033
100% Corpus,15,0.61,0.9099999999999999,0.3198374967395015
100% Corpus,15,0.61,symmetric,0.2865121754931282
100% Corpus,15,0.9099999999999999,0.01,0.28261264462061536
100% Corpus,15,0.9099999999999999,0.31,0.26961784500389874
100% Corpus,15,0.9099999999999999,0.61,0.32226402941012605
100% Corpus,15,0.9099999999999999,0.9099999999999999,0.30730904212403837
100% Corpus,15,0.9099999999999999,symmetric,0.2789780801545024
100% Corpus,15,symmetric,0.01,0.2671869611100287
100% Corpus,15,symmetric,0.31,0.2655541724385775
100% Corpus,15,symmetric,0.61,0.2927275364214626
100% Corpus,15,symmetric,0.9099999999999999,0.2993954200113895
100% Corpus,15,symmetric,symmetric,0.2691354752973334
100% Corpus,15,asymmetric,0.01,0.27419752749989884
100% Corpus,15,asymmetric,0.31,0.25761482155674237
100% Corpus,15,asymmetric,0.61,0.27701518440093015
100% Corpus,15,asymmetric,0.9099999999999999,0.34809280335635645
100% Corpus,15,asymmetric,symmetric,0.2759839730377385
100% Corpus,16,0.01,0.01,0.2746563610266074
100% Corpus,16,0.01,0.31,0.2690079074875202
100% Corpus,16,0.01,0.61,0.2891756050512433
100% Corpus,16,0.01,0.9099999999999999,0.4335722584219539
100% Corpus,16,0.01,symmetric,0.27464452405616835
100% Corpus,16,0.31,0.01,0.2758290554413626
100% Corpus,16,0.31,0.31,0.26521887360803853
100% Corpus,16,0.31,0.61,0.32261393762579393
100% Corpus,16,0.31,0.9099999999999999,0.32423356841312845
100% Corpus,16,0.31,symmetric,0.27912347973202045
100% Corpus,16,0.61,0.01,0.2745493496367235
100% Corpus,16,0.61,0.31,0.27667764386262683
100% Corpus,16,0.61,0.61,0.31362403904358493
100% Corpus,16,0.61,0.9099999999999999,0.3171668285572975
100% Corpus,16,0.61,symmetric,0.28153368350067737
100% Corpus,16,0.9099999999999999,0.01,0.2803701832486712
100% Corpus,16,0.9099999999999999,0.31,0.2769044998663879
100% Corpus,16,0.9099999999999999,0.61,0.32900517764302334
100% Corpus,16,0.9099999999999999,0.9099999999999999,0.28306228550703366
100% Corpus,16,0.9099999999999999,symmetric,0.2797628192767386
100% Corpus,16,symmetric,0.01,0.2782330570347209
100% Corpus,16,symmetric,0.31,0.27188545679113246
100% Corpus,16,symmetric,0.61,0.28923294704909475
100% Corpus,16,symmetric,0.9099999999999999,0.4361859140090869
100% Corpus,16,symmetric,symmetric,0.275001030577728
100% Corpus,16,asymmetric,0.01,0.2734342557872326
100% Corpus,16,asymmetric,0.31,0.3029046768753962
100% Corpus,16,asymmetric,0.61,0.32476184685533904
100% Corpus,16,asymmetric,0.9099999999999999,0.3760209760397433
100% Corpus,16,asymmetric,symmetric,0.27278771055471474
100% Corpus,17,0.01,0.01,0.2805491406074337
100% Corpus,17,0.01,0.31,0.2851507164270829
100% Corpus,17,0.01,0.61,0.26396176500354807
100% Corpus,17,0.01,0.9099999999999999,0.2880024780372151
100% Corpus,17,0.01,symmetric,0.28600517597966146
100% Corpus,17,0.31,0.01,0.27928520178474936
100% Corpus,17,0.31,0.31,0.2780623593450928
100% Corpus,17,0.31,0.61,0.3242185609660176
100% Corpus,17,0.31,0.9099999999999999,0.3396117445349905
100% Corpus,17,0.31,symmetric,0.28147332287968646
100% Corpus,17,0.61,0.01,0.27752914510762855
100% Corpus,17,0.61,0.31,0.27446731130304536
100% Corpus,17,0.61,0.61,0.34368232293694684
100% Corpus,17,0.61,0.9099999999999999,0.31172940492282647
100% Corpus,17,0.61,symmetric,0.2762481057147148
100% Corpus,17,0.9099999999999999,0.01,0.2735969611050302
100% Corpus,17,0.9099999999999999,0.31,0.27377093137207326
100% Corpus,17,0.9099999999999999,0.61,0.3385631587334501
100% Corpus,17,0.9099999999999999,0.9099999999999999,0.31257339884458274
100% Corpus,17,0.9099999999999999,symmetric,0.2778177868973272
100% Corpus,17,symmetric,0.01,0.2830274524858911
100% Corpus,17,symmetric,0.31,0.2763249417850645
100% Corpus,17,symmetric,0.61,0.2691668240013831
100% Corpus,17,symmetric,0.9099999999999999,0.28750548237882656
100% Corpus,17,symmetric,symmetric,0.28341931500887046
100% Corpus,17,asymmetric,0.01,0.28530887062986227
100% Corpus,17,asymmetric,0.31,0.28643269972381774
100% Corpus,17,asymmetric,0.61,0.3155490217742195
100% Corpus,17,asymmetric,0.9099999999999999,0.4172722978589576
100% Corpus,17,asymmetric,symmetric,0.2828047083907597
100% Corpus,18,0.01,0.01,0.27469871472534896
100% Corpus,18,0.01,0.31,0.3018417623504648
100% Corpus,18,0.01,0.61,0.34198604979076386
100% Corpus,18,0.01,0.9099999999999999,0.37077887416835337
100% Corpus,18,0.01,symmetric,0.2757545351872312
100% Corpus,18,0.31,0.01,0.27821332918536323
100% Corpus,18,0.31,0.31,0.27732340869032496
100% Corpus,18,0.31,0.61,0.3404630206504083
100% Corpus,18,0.31,0.9099999999999999,0.38299399262220246
100% Corpus,18,0.31,symmetric,0.2796715393810746
100% Corpus,18,0.61,0.01,0.2787622943891934
100% Corpus,18,0.61,0.31,0.27681217929626356
100% Corpus,18,0.61,0.61,0.33477026612025196
100% Corpus,18,0.61,0.9099999999999999,0.3494946089651394
100% Corpus,18,0.61,symmetric,0.28121243743335694
100% Corpus,18,0.9099999999999999,0.01,0.27788448674014987
100% Corpus,18,0.9099999999999999,0.31,0.28169068958968096
100% Corpus,18,0.9099999999999999,0.61,0.36097153556309297
100% Corpus,18,0.9099999999999999,0.9099999999999999,0.35667891007182606
100% Corpus,18,0.9099999999999999,symmetric,0.28181027623041777
100% Corpus,18,symmetric,0.01,0.2782486263568421
100% Corpus,18,symmetric,0.31,0.30457553559015915
100% Corpus,18,symmetric,0.61,0.3445552503609481
100% Corpus,18,symmetric,0.9099999999999999,0.3838018643497795
100% Corpus,18,symmetric,symmetric,0.2742002954732168
100% Corpus,18,asymmetric,0.01,0.27912636474453234
100% Corpus,18,asymmetric,0.31,0.2932695720930856
100% Corpus,18,asymmetric,0.61,0.34102783019681415
100% Corpus,18,asymmetric,0.9099999999999999,0.3541322389922515
100% Corpus,18,asymmetric,symmetric,0.2731469217942561
100% Corpus,19,0.01,0.01,0.2807687311122324
100% Corpus,19,0.01,0.31,0.304850313613002
100% Corpus,19,0.01,0.61,0.30368727402167767
100% Corpus,19,0.01,0.9099999999999999,0.31704117620327127
100% Corpus,19,0.01,symmetric,0.28139309888080577
100% Corpus,19,0.31,0.01,0.2949205352413237
100% Corpus,19,0.31,0.31,0.30668279464521053
100% Corpus,19,0.31,0.61,0.2759799057011292
100% Corpus,19,0.31,0.9099999999999999,0.31673171223744573
100% Corpus,19,0.31,symmetric,0.29018061766442876
100% Corpus,19,0.61,0.01,0.2867007734873355
100% Corpus,19,0.61,0.31,0.30316723517192956
100% Corpus,19,0.61,0.61,0.3240575200000708
100% Corpus,19,0.61,0.9099999999999999,0.34938179210369513
100% Corpus,19,0.61,symmetric,0.2902035849305638
100% Corpus,19,0.9099999999999999,0.01,0.3005948815542292
100% Corpus,19,0.9099999999999999,0.31,0.30534089884094334
100% Corpus,19,0.9099999999999999,0.61,0.31302023959509134
100% Corpus,19,0.9099999999999999,0.9099999999999999,0.3500575363554392
100% Corpus,19,0.9099999999999999,symmetric,0.3012115333143371
100% Corpus,19,symmetric,0.01,0.2801963266168815
100% Corpus,19,symmetric,0.31,0.31111756028964294
100% Corpus,19,symmetric,0.61,0.29892429699714274
100% Corpus,19,symmetric,0.9099999999999999,0.3165766969346773
100% Corpus,19,symmetric,symmetric,0.30132960259215896
100% Corpus,19,asymmetric,0.01,0.29537090104401864
100% Corpus,19,asymmetric,0.31,0.31156016559158056
100% Corpus,19,asymmetric,0.61,0.29470492264110504
100% Corpus,19,asymmetric,0.9099999999999999,0.3560841378360403
100% Corpus,19,asymmetric,symmetric,0.3000687928654434
100% Corpus,20,0.01,0.01,0.28293740944991363
100% Corpus,20,0.01,0.31,0.2966082484463985
100% Corpus,20,0.01,0.61,0.31433480697498545
100% Corpus,20,0.01,0.9099999999999999,0.3496662959483464
100% Corpus,20,0.01,symmetric,0.27569344653586014
100% Corpus,20,0.31,0.01,0.3005449904576668
100% Corpus,20,0.31,0.31,0.30102108996279087
100% Corpus,20,0.31,0.61,0.3321034725068027
100% Corpus,20,0.31,0.9099999999999999,0.3532103978901043
100% Corpus,20,0.31,symmetric,0.2906340588029358
100% Corpus,20,0.61,0.01,0.27972083030277084
100% Corpus,20,0.61,0.31,0.29029339740432325
100% Corpus,20,0.61,0.61,0.3502437601520138
100% Corpus,20,0.61,0.9099999999999999,0.4025188497599011
100% Corpus,20,0.61,symmetric,0.2834178456845043
100% Corpus,20,0.9099999999999999,0.01,0.28858495773131676
100% Corpus,20,0.9099999999999999,0.31,0.28333881881608025
100% Corpus,20,0.9099999999999999,0.61,0.3516087555832858
100% Corpus,20,0.9099999999999999,0.9099999999999999,0.3794075568203621
100% Corpus,20,0.9099999999999999,symmetric,0.279196873496553
100% Corpus,20,symmetric,0.01,0.28317225224807063
100% Corpus,20,symmetric,0.31,0.3010594073378172
100% Corpus,20,symmetric,0.61,0.3203543246495317
100% Corpus,20,symmetric,0.9099999999999999,0.3475407565653632
100% Corpus,20,symmetric,symmetric,0.2790330144493634
100% Corpus,20,asymmetric,0.01,0.2828709957280893
100% Corpus,20,asymmetric,0.31,0.3085580560454451
100% Corpus,20,asymmetric,0.61,0.3235139171200803
100% Corpus,20,asymmetric,0.9099999999999999,0.4147101913307636
100% Corpus,20,asymmetric,symmetric,0.2775322409190214
100% Corpus,21,0.01,0.01,0.28469031234634884
100% Corpus,21,0.01,0.31,0.2590564917799685
100% Corpus,21,0.01,0.61,0.3154200954317587
100% Corpus,21,0.01,0.9099999999999999,0.40899148476292535
100% Corpus,21,0.01,symmetric,0.2855025808588669
100% Corpus,21,0.31,0.01,0.26937569665084954
100% Corpus,21,0.31,0.31,0.28636616997470543
100% Corpus,21,0.31,0.61,0.3437582909913844
100% Corpus,21,0.31,0.9099999999999999,0.3668928122396454
100% Corpus,21,0.31,symmetric,0.2710182191955484
100% Corpus,21,0.61,0.01,0.28059174145374016
100% Corpus,21,0.61,0.31,0.31036099231517894
100% Corpus,21,0.61,0.61,0.3316570140096236
100% Corpus,21,0.61,0.9099999999999999,0.3545097553453741
100% Corpus,21,0.61,symmetric,0.2772575855222074
100% Corpus,21,0.9099999999999999,0.01,0.28199757544148857
100% Corpus,21,0.9099999999999999,0.31,0.319351202144489
100% Corpus,21,0.9099999999999999,0.61,0.351325892266036
100% Corpus,21,0.9099999999999999,0.9099999999999999,0.37481424215142684
100% Corpus,21,0.9099999999999999,symmetric,0.28033400538177816
100% Corpus,21,symmetric,0.01,0.28178863107826835
100% Corpus,21,symmetric,0.31,0.25639721853440184
100% Corpus,21,symmetric,0.61,0.35344907989521407
100% Corpus,21,symmetric,0.9099999999999999,0.4082957457908154
100% Corpus,21,symmetric,symmetric,0.28327857759290626
100% Corpus,21,asymmetric,0.01,0.2857110838111098
100% Corpus,21,asymmetric,0.31,0.27190554445470294
100% Corpus,21,asymmetric,0.61,0.3646986549000819
100% Corpus,21,asymmetric,0.9099999999999999,0.3577560384927865
100% Corpus,21,asymmetric,symmetric,0.2876196715703142
100% Corpus,22,0.01,0.01,0.2915947871502467
100% Corpus,22,0.01,0.31,0.3280655172435155
100% Corpus,22,0.01,0.61,0.34566809927742714
100% Corpus,22,0.01,0.9099999999999999,0.41275908942110645
100% Corpus,22,0.01,symmetric,0.28914474213108315
100% Corpus,22,0.31,0.01,0.31122864254475496
100% Corpus,22,0.31,0.31,0.2990092180277422
100% Corpus,22,0.31,0.61,0.3425286006937828
100% Corpus,22,0.31,0.9099999999999999,0.331615852655435
100% Corpus,22,0.31,symmetric,0.2903795698825064
100% Corpus,22,0.61,0.01,0.2782824489589424
100% Corpus,22,0.61,0.31,0.2993824584738238
100% Corpus,22,0.61,0.61,0.37764852951245
100% Corpus,22,0.61,0.9099999999999999,0.4325571702328945
100% Corpus,22,0.61,symmetric,0.27731161921081965
100% Corpus,22,0.9099999999999999,0.01,0.2870124394252208
100% Corpus,22,0.9099999999999999,0.31,0.3018065839895257
100% Corpus,22,0.9099999999999999,0.61,0.3748246657946769
100% Corpus,22,0.9099999999999999,0.9099999999999999,0.4323462333695
100% Corpus,22,0.9099999999999999,symmetric,0.27449745033494355
100% Corpus,22,symmetric,0.01,0.290850490276298
100% Corpus,22,symmetric,0.31,0.33168617234096526
100% Corpus,22,symmetric,0.61,0.35070259941206566
100% Corpus,22,symmetric,0.9099999999999999,0.41581056322809684
100% Corpus,22,symmetric,symmetric,0.28475577756311726
100% Corpus,22,asymmetric,0.01,0.28943581950147174
100% Corpus,22,asymmetric,0.31,0.319482392052247
100% Corpus,22,asymmetric,0.61,0.3249940662420914
100% Corpus,22,asymmetric,0.9099999999999999,0.4225238498039609
100% Corpus,22,asymmetric,symmetric,0.30769112812833077
100% Corpus,23,0.01,0.01,0.2856322383616183
100% Corpus,23,0.01,0.31,0.30874018448060647
100% Corpus,23,0.01,0.61,0.37787530517103535
100% Corpus,23,0.01,0.9099999999999999,0.42256959071430755
100% Corpus,23,0.01,symmetric,0.28412406686174363
100% Corpus,23,0.31,0.01,0.2914518305958222
100% Corpus,23,0.31,0.31,0.2892219856680934
100% Corpus,23,0.31,0.61,0.34778832691271183
100% Corpus,23,0.31,0.9099999999999999,0.4229988827307525
100% Corpus,23,0.31,symmetric,0.29526723752869133
100% Corpus,23,0.61,0.01,0.28322070160767887
100% Corpus,23,0.61,0.31,0.3135989431372915
100% Corpus,23,0.61,0.61,0.34422919648044087
100% Corpus,23,0.61,0.9099999999999999,0.43216942269018654
100% Corpus,23,0.61,symmetric,0.28691513697349036
100% Corpus,23,0.9099999999999999,0.01,0.29626434304627103
100% Corpus,23,0.9099999999999999,0.31,0.312544580298087
100% Corpus,23,0.9099999999999999,0.61,0.3678377394855499
100% Corpus,23,0.9099999999999999,0.9099999999999999,0.43770692107637815
100% Corpus,23,0.9099999999999999,symmetric,0.29099602718642315
100% Corpus,23,symmetric,0.01,0.28406363366383697
100% Corpus,23,symmetric,0.31,0.3125967559699957
100% Corpus,23,symmetric,0.61,0.3817647714959551
100% Corpus,23,symmetric,0.9099999999999999,0.4176456931962342
100% Corpus,23,symmetric,symmetric,0.28421154906686336
100% Corpus,23,asymmetric,0.01,0.2856698000504742
100% Corpus,23,asymmetric,0.31,0.2988522239543386
100% Corpus,23,asymmetric,0.61,0.3580485609547858
100% Corpus,23,asymmetric,0.9099999999999999,0.4326440663461651
100% Corpus,23,asymmetric,symmetric,0.29237649475015925
100% Corpus,24,0.01,0.01,0.3108527341070583
100% Corpus,24,0.01,0.31,0.29874576783551327
100% Corpus,24,0.01,0.61,0.32626594036965556
100% Corpus,24,0.01,0.9099999999999999,0.3588878536767028
100% Corpus,24,0.01,symmetric,0.2959094679613335
100% Corpus,24,0.31,0.01,0.30603747354263
100% Corpus,24,0.31,0.31,0.3147053842204419
100% Corpus,24,0.31,0.61,0.3699891194885625
100% Corpus,24,0.31,0.9099999999999999,0.4029483581836873
100% Corpus,24,0.31,symmetric,0.297696279927099
100% Corpus,24,0.61,0.01,0.29325596229928674
100% Corpus,24,0.61,0.31,0.3177691063111782
100% Corpus,24,0.61,0.61,0.360013417838045
100% Corpus,24,0.61,0.9099999999999999,0.4104368795607975
100% Corpus,24,0.61,symmetric,0.3055343288888594
100% Corpus,24,0.9099999999999999,0.01,0.28853783766627855
100% Corpus,24,0.9099999999999999,0.31,0.3315342534028743
100% Corpus,24,0.9099999999999999,0.61,0.3787013157730988
100% Corpus,24,0.9099999999999999,0.9099999999999999,0.40656151256433765
100% Corpus,24,0.9099999999999999,symmetric,0.2924620662499553
100% Corpus,24,symmetric,0.01,0.30334835030852964
100% Corpus,24,symmetric,0.31,0.2979073005485284
100% Corpus,24,symmetric,0.61,0.32598368627995483
100% Corpus,24,symmetric,0.9099999999999999,0.3434908964200099
100% Corpus,24,symmetric,symmetric,0.3013086199843987
100% Corpus,24,asymmetric,0.01,0.2979272710296729
100% Corpus,24,asymmetric,0.31,0.3391689268443821
100% Corpus,24,asymmetric,0.61,0.3662997245322721
100% Corpus,24,asymmetric,0.9099999999999999,0.4138240463710064
100% Corpus,24,asymmetric,symmetric,0.3092936549746701
